Mean AQI,Stdv AQI,Sum AQI,Mean max on interval,Mean min on interval
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.7897684327758265,2.4514982162726957,4184.982925279105,9.851651100993385,0.0
1.6224073921701836,3.5631489333434785,8597.136771109803,19.348763468527494,0.0
2.6104425320508993,4.572735737757458,13832.734977337715,27.28824186469482,0.0
3.492847831772916,5.2496357344952695,18508.600660564683,34.76644496444269,0.0
4.515277024274743,5.706117089189563,23926.452951631865,42.430556065319024,0.0
5.534780017842792,6.308893008271354,29328.799314548953,48.19241598918321,0.0
6.51621077526842,6.581406136782328,34529.40089814736,51.98774761514747,0.0
7.6611620901706585,7.261419953883171,40596.49791581432,56.95674858685917,0.0
8.843860963846968,7.932123224333579,46863.619247425086,62.49336510079183,0.00000000346641975
9.97152070377996,8.209584518051647,52839.08820933001,68.57526406711958,0.00000004045781869
11.147140486128102,8.676076205644938,59068.697435992806,73.70663335166927,0.00000020401666598
12.431108233476492,9.373869726021386,65872.44252919193,78.50986050802919,0.00000068873096155
13.689705685413573,9.850200595293307,72541.75042700653,82.7498233847648,0.00000182466601755
15.06819723457992,10.38476179411809,79846.377146039,85.95942669360721,0.00000410617447868
16.448111563746068,11.048866877286546,87158.5431762904,89.64050018364253,0.00000821863585679
17.834849251621208,11.59891419736524,94506.86618434078,93.39351168615923,0.00001506271406973
19.28919030043144,12.148999468652123,102213.41940198619,96.30956299267139,0.00002577882743893
20.67684346356548,12.475770436335011,109566.59351343347,99.29167177196572,0.00004177246967575
22.181483887477185,12.958030630535243,117539.6831197416,102.16140727987279,0.00006473629655468
23.642174992903566,13.576730395634696,125279.885287396,110.25801750209642,0.00010126583820778
25.186407086346836,14.317621113233681,133462.77115055188,119.45783581025333,0.0001531693827156
26.693254287000173,14.622240055196187,141447.55446681392,127.58684885156308,0.00022502905305691
28.389761355927526,15.418280340880228,150437.34542505996,135.79802998301068,0.00032226958380598
30.008599962432584,16.005929879498794,159015.57120093025,143.8853245548387,0.00045120246950819
31.683496387170266,16.353870097280844,167890.84735561523,150.4006891096141,0.00061906356486462
33.280468485194575,16.694136558902546,176353.20250304605,155.81501293425072,0.00083405150617835
34.86141055721937,16.84406880229866,184730.61454270544,161.43659137214138,0.00110537434690025
36.5483076444107,17.489550684415487,193669.48220773228,167.25931165494654,0.00144330048660597
38.14544852927087,17.835047347275516,202132.73175660634,171.95507122253883,0.00185920505855227
