Mean AQI,Stdv AQI,Sum AQI,Mean max on interval,Mean min on interval
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.6960396835089167,1.4221907359830501,3688.3142829137496,5.004605333173182,0.0
1.381331760291038,2.0499719406497756,7319.6769977822105,7.886077251637785,0.0
2.011203428679976,2.4252206833901675,10657.366968575194,9.891496446086894,0.0
2.6467004163755727,2.706206929834385,14024.865506374159,11.601466898237964,0.0
3.2863610090768787,3.053840078259,17414.42698709838,13.118601516695156,0.0
3.9347974401183987,3.4161095684231992,20850.491635187394,14.456828022082867,0.0
4.588818775721584,3.76384159700454,24316.150692548672,15.62696884595692,0.0
5.249394449443307,4.030342632874453,27816.541187600084,16.799197997562796,0.0
5.886948557272307,4.373956855422984,31194.940404985955,17.68824252020284,0.00000000028952839
6.52151781981073,4.618503718956758,34557.52292717706,18.70167763734727,0.00000000198968666
7.1650628108954155,4.89109456065085,37967.66783493481,19.574809248897374,0.00000000809024581
7.787921351882961,5.164089943283142,41268.19524362781,20.472532012517775,0.00000002645164081
8.37021856689055,5.4377299286860445,44353.788185953024,21.4275935761494,0.00000007472049775
9.012852717717028,5.767717615214462,47759.10655118253,22.42866774790214,0.00000018711702116
